date,auction_type,term_days,auction_time,total_deals_volume,weighted_average_rate,settlement_code,key_rate
21-11-2002,репо,1,11:00,51.1,4.5,,
25-11-2002,репо,1,11:00,96.6,4.75,,
10-12-2002,репо,1,11:00,108.5,5.0,,
11-12-2002,репо,4,11:00,95.5,4.9,,
17-12-2002,репо,0,15:00,0.0,0.0,,
18-12-2002,репо,1,15:00,702.2,5.5,,
19-12-2002,репо,1,15:00,46.5,5.2,,
20-12-2002,репо,3,15:00,2508.4,5.5,,
23-12-2002,репо,1,15:00,1297.1,11.39,,
24-12-2002,репо,1,15:00,637.5,8.01,,
25-12-2002,репо,1,15:00,0.0,0.0,,
26-12-2002,репо,1,15:00,1277.8,10.84,,
27-12-2002,репо,3,15:00,992.7,11.0,,
30-12-2002,репо,5,11:00,3322.5,15.11,,
04-01-2003,репо,1,15:00,0.0,0.0,,
05-01-2003,репо,3,15:00,0.0,0.0,,
08-01-2003,репо,0,15:00,0.0,0.0,,
09-01-2003,репо,0,15:00,0.0,0.0,,
10-01-2003,репо,0,15:00,0.0,0.0,,
13-01-2003,репо,0,15:00,0.0,0.0,,
14-01-2003,репо,0,15:00,0.0,0.0,,
15-01-2003,репо,1,15:00,857.7,8.12,,
16-01-2003,репо,1,15:00,1001.8,8.25,,
17-01-2003,репо,3,15:00,401.7,7.04,,
20-01-2003,репо,1,15:00,1806.4,8.33,,
21-01-2003,репо,1,15:00,2201.3,10.65,,
22-01-2003,репо,1,15:00,2599.3,8.57,,
23-01-2003,репо,1,15:00,192.8,9.0,,
24-01-2003,репо,0,15:00,0.0,0.0,,
27-01-2003,репо,1,15:00,50.6,7.5,,
28-01-2003,репо,1,15:00,195.7,7.54,,
29-01-2003,репо,1,15:00,161.9,7.5,,
30-01-2003,репо,1,15:00,71.1,7.5,,
31-01-2003,репо,3,15:00,996.0,7.5,,
03-02-2003,репо,1,15:00,203.2,7.5,,
04-02-2003,репо,1,15:00,203.3,7.5,,
05-02-2003,репо,1,15:00,0.0,0.0,,
14-02-2003,репо,0,15:00,0.0,0.0,,
17-02-2003,репо,1,15:00,401.1,7.0,,
18-02-2003,репо,1,15:00,301.7,7.0,,
19-02-2003,репо,0,11:00,0.0,0.0,,
20-02-2003,репо,0,15:00,0.0,0.0,,
21-02-2003,репо,0,15:00,0.0,0.0,,
25-02-2003,репо,0,15:00,0.0,0.0,,
26-02-2003,репо,0,15:00,0.0,0.0,,
27-02-2003,репо,0,15:00,0.0,0.0,,
28-02-2003,репо,0,15:00,0.0,0.0,,
03-03-2003,репо,0,11:00,0.0,0.0,,
04-03-2003,репо,0,15:00,0.0,0.0,,
05-03-2003,репо,0,15:00,0.0,0.0,,
06-03-2003,репо,0,11:00,0.0,0.0,,
07-03-2003,репо,0,15:00,0.0,0.0,,
11-03-2003,репо,0,15:00,0.0,0.0,,
12-03-2003,репо,0,15:00,0.0,0.0,,
13-03-2003,репо,0,15:00,0.0,0.0,,
14-03-2003,репо,0,15:00,0.0,0.0,,
17-03-2003,репо,0,15:00,0.0,0.0,,
18-03-2003,репо,0,15:00,0.0,0.0,,
19-03-2003,репо,0,15:00,0.0,0.0,,
20-03-2003,репо,0,15:00,0.0,0.0,,
21-03-2003,репо,0,15:00,0.0,0.0,,
24-03-2003,репо,0,15:00,0.0,0.0,,
25-03-2003,репо,0,15:00,0.0,0.0,,
26-03-2003,репо,0,15:00,0.0,0.0,,
27-03-2003,репо,0,15:00,0.0,0.0,,
28-03-2003,репо,0,15:00,0.0,0.0,,
31-03-2003,репо,0,15:00,0.0,0.0,,
01-04-2003,репо,0,15:00,0.0,0.0,,
02-04-2003,репо,0,15:00,0.0,0.0,,
03-04-2003,репо,0,15:00,0.0,0.0,,
04-04-2003,репо,0,15:00,0.0,0.0,,
07-04-2003,репо,0,15:00,0.0,0.0,,
08-04-2003,репо,0,15:00,0.0,0.0,,
09-04-2003,репо,0,15:00,0.0,0.0,,
10-04-2003,репо,0,15:00,0.0,0.0,,
11-04-2003,репо,0,15:00,0.0,0.0,,
14-04-2003,репо,0,15:00,0.0,0.0,,
15-04-2003,репо,0,15:00,0.0,0.0,,
16-04-2003,репо,0,15:00,0.0,0.0,,
17-04-2003,репо,0,15:00,0.0,0.0,,
18-04-2003,репо,0,15:00,0.0,0.0,,
21-04-2003,репо,0,15:00,0.0,0.0,,
22-04-2003,репо,0,15:00,0.0,0.0,,
23-04-2003,репо,0,15:00,0.0,0.0,,
24-04-2003,репо,0,15:00,0.0,0.0,,
25-04-2003,репо,0,15:00,0.0,0.0,,
28-04-2003,репо,1,15:00,497.7,7.0,,
29-04-2003,репо,0,15:00,0.0,0.0,,
30-04-2003,репо,0,15:00,0.0,0.0,,
05-05-2003,репо,0,15:00,0.0,0.0,,
06-05-2003,репо,0,15:00,0.0,0.0,,
07-05-2003,репо,0,15:00,0.0,0.0,,
08-05-2003,репо,0,15:00,0.0,0.0,,
12-05-2003,репо,0,15:00,0.0,0.0,,
13-05-2003,репо,0,15:00,0.0,0.0,,
14-05-2003,репо,0,15:00,0.0,0.0,,
15-05-2003,репо,0,15:00,0.0,0.0,,
16-05-2003,репо,0,15:00,0.0,0.0,,
19-05-2003,репо,0,15:00,0.0,0.0,,
20-05-2003,репо,0,15:00,0.0,0.0,,
21-05-2003,репо,0,15:00,0.0,0.0,,
22-05-2003,репо,0,11:00,0.0,0.0,,
23-05-2003,репо,0,15:00,0.0,0.0,,
26-05-2003,репо,0,15:00,0.0,0.0,,
27-05-2003,репо,0,15:00,0.0,0.0,,
28-05-2003,репо,0,15:00,0.0,0.0,,
29-05-2003,репо,0,15:00,0.0,0.0,,
30-05-2003,репо,0,15:00,0.0,0.0,,
02-06-2003,репо,0,15:00,0.0,0.0,,
03-06-2003,репо,0,15:00,0.0,0.0,,
04-06-2003,репо,0,15:00,0.0,0.0,,
05-06-2003,репо,0,15:00,0.0,0.0,,
06-06-2003,репо,0,15:00,0.0,0.0,,
09-06-2003,репо,0,15:00,0.0,0.0,,
10-06-2003,репо,0,15:00,0.0,0.0,,
11-06-2003,репо,0,15:00,0.0,0.0,,
16-06-2003,репо,0,15:00,0.0,0.0,,
17-06-2003,репо,1,15:00,1011.2,6.0,,
18-06-2003,репо,0,15:00,0.0,0.0,,
19-06-2003,репо,0,15:00,0.0,0.0,,
20-06-2003,репо,0,15:00,0.0,0.0,,
21-06-2003,репо,0,15:00,0.0,0.0,,
23-06-2003,репо,0,15:00,0.0,0.0,,
24-06-2003,репо,1,15:00,512.1,6.0,,
25-06-2003,репо,0,15:00,0.0,0.0,,
26-06-2003,репо,1,15:00,208.7,6.0,,
27-06-2003,репо,0,15:00,0.0,0.0,,
30-06-2003,репо,0,15:00,0.0,0.0,,
01-07-2003,репо,1,15:00,136.7,6.0,,
02-07-2003,репо,0,15:00,0.0,0.0,,
03-07-2003,репо,1,15:00,106.0,6.0,,
04-07-2003,репо,0,15:00,0.0,0.0,,
07-07-2003,репо,0,15:00,0.0,0.0,,
08-07-2003,репо,0,15:00,0.0,0.0,,
09-07-2003,репо,1,15:00,104.8,6.0,,
10-07-2003,репо,0,15:00,0.0,0.0,,
11-07-2003,репо,0,15:00,0.0,0.0,,
14-07-2003,репо,0,15:00,0.0,0.0,,
15-07-2003,репо,0,15:00,0.0,0.0,,
16-07-2003,репо,1,15:00,355.1,6.0,,
17-07-2003,репо,1,15:00,145.6,6.0,,
18-07-2003,репо,0,15:00,0.0,0.0,,
21-07-2003,репо,0,15:00,0.0,0.0,,
22-07-2003,репо,1,15:00,140.2,6.0,,
23-07-2003,репо,0,15:00,0.0,0.0,,
24-07-2003,репо,0,15:00,0.0,0.0,,
25-07-2003,репо,3,15:00,1741.9,6.05,,
28-07-2003,репо,1,16:45,6781.8,7.19,,
29-07-2003,репо,1,15:00,10363.7,8.08,,
30-07-2003,репо,1,15:00,3315.8,6.77,,
31-07-2003,репо,1,15:00,3100.7,6.87,,
01-08-2003,репо,3,15:00,100.2,6.5,,
04-08-2003,репо,0,15:00,0.0,0.0,,
05-08-2003,репо,0,15:00,0.0,0.0,,
06-08-2003,репо,0,15:00,0.0,0.0,,
07-08-2003,репо,0,15:00,0.0,0.0,,
08-08-2003,репо,0,15:00,0.0,0.0,,
11-08-2003,репо,0,15:00,0.0,0.0,,
12-08-2003,репо,0,15:00,0.0,0.0,,
13-08-2003,репо,0,15:00,0.0,0.0,,
14-08-2003,репо,0,15:00,0.0,0.0,,
15-08-2003,репо,0,15:00,0.0,0.0,,
18-08-2003,репо,0,15:00,0.0,0.0,,
19-08-2003,репо,0,15:00,0.0,0.0,,
20-08-2003,репо,0,15:00,0.0,0.0,,
21-08-2003,репо,0,15:00,0.0,0.0,,
22-08-2003,репо,3,15:00,2661.6,6.56,,
25-08-2003,репо,1,15:00,8371.3,6.71,,
26-08-2003,репо,1,15:00,4684.3,6.68,,
27-08-2003,репо,1,15:00,7913.6,6.7,,
28-08-2003,репо,0,15:00,0.0,0.0,,
29-08-2003,репо,0,15:00,0.0,0.0,,
01-09-2003,репо,0,15:00,0.0,0.0,,
02-09-2003,репо,0,15:00,0.0,0.0,,
03-09-2003,репо,0,15:00,0.0,0.0,,
04-09-2003,репо,0,15:00,0.0,0.0,,
05-09-2003,репо,3,15:00,6555.4,7.1,,
08-09-2003,репо,1,15:00,8694.7,7.03,,
09-09-2003,репо,1,18:30,4000.0,10.0,,
10-09-2003,репо,1,15:00,9000.0,8.0,,
11-09-2003,репо,0,15:00,0.0,0.0,,
12-09-2003,репо,3,15:00,39.7,8.04,,
15-09-2003,репо,1,15:00,17510.2,8.55,,
16-09-2003,репо,1,15:00,26422.4,10.54,,
17-09-2003,репо,0,15:00,0.0,0.0,,
18-09-2003,репо,0,15:00,0.0,0.0,,
19-09-2003,репо,0,15:00,0.0,0.0,,
22-09-2003,репо,0,15:00,0.0,0.0,,
23-09-2003,репо,1,15:00,3357.3,8.54,,
24-09-2003,репо,1,15:00,3976.2,8.21,,
25-09-2003,репо,1,15:00,1268.7,8.63,,
26-09-2003,репо,3,15:00,868.7,9.0,,
29-09-2003,репо,1,16:45,2208.2,16.34,,
30-09-2003,репо,1,15:00,4721.2,15.16,,
01-10-2003,репо,1,15:00,391.3,8.2,,
02-10-2003,репо,0,15:00,0.0,0.0,,
03-10-2003,репо,0,15:00,0.0,0.0,,
06-10-2003,репо,0,16:00,0.0,0.0,,
07-10-2003,репо,0,16:00,0.0,0.0,,
08-10-2003,репо,0,16:00,0.0,0.0,,
09-10-2003,репо,0,16:00,0.0,0.0,,
10-10-2003,репо,0,16:00,0.0,0.0,,
13-10-2003,репо,1,11:30,0.0,0.0,,
13-10-2003,репо,1,16:00,0.0,0.0,,
14-10-2003,репо,1,11:30,0.0,0.0,,
14-10-2003,репо,1,16:00,0.0,0.0,,
14-10-2003,репо,7,16:45,0.0,0.0,,
15-10-2003,репо,1,11:30,0.0,0.0,,
15-10-2003,репо,1,16:00,0.0,0.0,,
16-10-2003,репо,1,11:30,0.0,0.0,,
16-10-2003,репо,1,16:00,0.0,0.0,,
17-10-2003,репо,3,11:30,0.0,0.0,,
17-10-2003,репо,3,16:00,0.0,0.0,,
20-10-2003,репо,1,11:30,0.0,0.0,,
20-10-2003,репо,1,16:00,0.0,0.0,,
21-10-2003,репо,90,11:15,0.0,0.0,,
21-10-2003,репо,1,11:30,0.0,0.0,,
21-10-2003,репо,1,16:00,786.7,7.22,,
21-10-2003,репо,7,16:30,0.0,0.0,,
22-10-2003,репо,1,11:30,0.0,0.0,,
22-10-2003,репо,1,16:00,0.0,0.0,,
23-10-2003,репо,1,11:30,0.0,0.0,,
23-10-2003,репо,1,16:00,0.0,0.0,,
24-10-2003,репо,3,11:30,0.0,0.0,,
24-10-2003,репо,3,16:00,0.0,0.0,,
27-10-2003,репо,1,11:30,0.0,0.0,,
27-10-2003,репо,1,16:00,0.0,0.0,,
28-10-2003,репо,1,11:30,5000.0,7.6,,
28-10-2003,репо,1,16:00,8217.4,10.49,,
28-10-2003,репо,7,16:45,987.4,7.9,,
29-10-2003,репо,1,11:30,12847.4,8.69,,
29-10-2003,репо,1,16:00,614.0,8.54,,
30-10-2003,репо,1,11:30,0.0,0.0,,
30-10-2003,репо,1,16:00,665.8,7.1,,
31-10-2003,репо,3,11:30,13281.5,8.29,,
31-10-2003,репо,3,16:00,2614.8,8.54,,
03-11-2003,репо,1,11:30,0.0,0.0,,
03-11-2003,репо,1,16:00,0.0,0.0,,
04-11-2003,репо,1,11:30,0.0,0.0,,
04-11-2003,репо,1,16:00,0.0,0.0,,
04-11-2003,репо,7,16:45,0.0,0.0,,
05-11-2003,репо,1,11:30,0.0,0.0,,
05-11-2003,репо,1,16:00,0.0,0.0,,
06-11-2003,репо,4,11:30,0.0,0.0,,
06-11-2003,репо,4,16:00,0.0,0.0,,
10-11-2003,репо,1,11:30,0.0,0.0,,
10-11-2003,репо,1,16:00,0.0,0.0,,
11-11-2003,репо,1,11:30,0.0,0.0,,
11-11-2003,репо,1,16:00,0.0,0.0,,
11-11-2003,репо,7,16:45,0.0,0.0,,
12-11-2003,репо,1,11:00,0.0,0.0,,
12-11-2003,репо,1,16:00,101.5,6.5,,
13-11-2003,репо,1,11:30,0.0,0.0,,
13-11-2003,репо,1,16:00,0.0,0.0,,
14-11-2003,репо,3,11:30,0.0,0.0,,
14-11-2003,репо,3,16:00,58.6,8.0,,
17-11-2003,репо,1,11:30,89.8,8.0,,
17-11-2003,репо,1,16:00,0.0,0.0,,
18-11-2003,репо,1,11:30,59.7,8.0,,
18-11-2003,репо,90,11:30,0.0,0.0,,
18-11-2003,репо,1,16:00,0.0,0.0,,
18-11-2003,репо,7,16:45,0.0,0.0,,
19-11-2003,репо,1,11:30,0.0,0.0,,
19-11-2003,репо,1,16:00,0.0,0.0,,
21-11-2003,репо,3,11:30,0.0,0.0,,
21-11-2003,репо,3,16:00,0.0,0.0,,
24-11-2003,репо,1,11:30,0.0,0.0,,
24-11-2003,репо,1,16:00,0.0,0.0,,
25-11-2003,репо,1,11:30,0.0,0.0,,
25-11-2003,репо,1,16:00,1158.2,6.2069,,
25-11-2003,репо,1,16:45,0.0,0.0,,
25-11-2003,репо,7,16:45,0.0,0.0,,
26-11-2003,репо,1,11:30,0.0,0.0,,
26-11-2003,репо,1,16:00,0.0,0.0,,
27-11-2003,репо,1,11:30,0.0,0.0,,
27-11-2003,репо,1,16:00,542.7,6.5,,
28-11-2003,репо,3,11:30,0.0,0.0,,
28-11-2003,репо,3,16:00,150.3,7.55,,
01-12-2003,репо,1,11:30,0.0,0.0,,
01-12-2003,репо,1,16:00,0.0,0.0,,
02-12-2003,репо,1,11:30,0.0,0.0,,
02-12-2003,репо,1,16:00,0.0,0.0,,
02-12-2003,репо,7,16:45,0.0,0.0,,
03-12-2003,репо,1,11:30,0.0,0.0,,
03-12-2003,репо,1,16:00,0.0,0.0,,
04-12-2003,репо,1,11:30,0.0,0.0,,
04-12-2003,репо,1,16:00,0.0,0.0,,
05-12-2003,репо,3,11:30,0.0,0.0,,
05-12-2003,репо,3,16:00,0.0,0.0,,
08-12-2003,репо,1,11:30,0.0,0.0,,
08-12-2003,репо,1,16:00,0.0,0.0,,
09-12-2003,репо,1,11:30,0.0,0.0,,
09-12-2003,репо,1,16:00,0.0,0.0,,
09-12-2003,репо,7,16:45,0.0,0.0,,
10-12-2003,репо,1,11:30,0.0,0.0,,
10-12-2003,репо,1,16:00,0.0,0.0,,
11-12-2003,репо,4,11:30,0.0,0.0,,
11-12-2003,репо,4,16:00,0.0,0.0,,
15-12-2003,репо,1,11:30,0.0,0.0,,
15-12-2003,репо,1,16:00,0.0,0.0,,
16-12-2003,репо,1,11:30,0.0,0.0,,
16-12-2003,репо,84,11:30,0.0,0.0,,
16-12-2003,репо,1,16:00,0.0,0.0,,
16-12-2003,репо,7,16:45,0.0,0.0,,
17-12-2003,репо,1,11:30,0.0,0.0,,
17-12-2003,репо,1,16:00,0.0,0.0,,
18-12-2003,репо,1,11:30,0.0,0.0,,
18-12-2003,репо,1,16:00,0.0,0.0,,
19-12-2003,репо,3,11:30,0.0,0.0,,
19-12-2003,репо,3,16:00,0.0,0.0,,
22-12-2003,репо,1,11:30,0.0,0.0,,
22-12-2003,репо,1,16:00,0.0,0.0,,
23-12-2003,репо,1,11:30,0.0,0.0,,
23-12-2003,репо,1,16:00,0.0,0.0,,
23-12-2003,репо,7,16:45,0.0,0.0,,
24-12-2003,репо,1,11:30,0.0,0.0,,
24-12-2003,репо,1,16:00,0.0,0.0,,
25-12-2003,репо,1,11:30,0.0,0.0,,
25-12-2003,репо,1,16:00,0.0,0.0,,
26-12-2003,репо,3,11:30,0.0,0.0,,
26-12-2003,репо,3,16:00,0.0,0.0,,
29-12-2003,репо,1,16:00,0.0,0.0,,
30-12-2003,репо,1,11:00,0.0,0.0,,
30-12-2003,репо,6,16:00,0.0,0.0,,
30-12-2003,репо,7,16:45,0.0,0.0,,
05-01-2004,репо,1,16:00,0.0,0.0,,
09-01-2004,репо,3,11:30,0.0,0.0,,
09-01-2004,репо,3,16:00,0.0,0.0,,
12-01-2004,репо,1,11:30,0.0,0.0,,
12-01-2004,репо,1,16:00,0.0,0.0,,
13-01-2004,репо,1,11:30,0.0,0.0,,
13-01-2004,репо,1,16:00,0.0,0.0,,
13-01-2004,репо,7,16:45,0.0,0.0,,
14-01-2004,репо,1,11:30,0.0,0.0,,
14-01-2004,репо,1,16:00,0.0,0.0,,
15-01-2004,репо,1,11:30,0.0,0.0,,
15-01-2004,репо,1,16:00,0.0,0.0,,
16-01-2004,репо,3,11:30,0.0,0.0,,
16-01-2004,репо,3,16:00,0.0,0.0,,
19-01-2004,репо,1,11:30,0.0,0.0,,
20-01-2004,репо,1,11:30,0.0,0.0,,
20-01-2004,репо,91,11:30,0.0,0.0,,
20-01-2004,репо,1,16:00,0.0,0.0,,
20-01-2004,репо,7,16:45,0.0,0.0,,
21-01-2004,репо,1,11:30,0.0,0.0,,
21-01-2004,репо,1,16:00,0.0,0.0,,
22-01-2004,репо,1,11:30,0.0,0.0,,
22-01-2004,репо,1,16:00,0.0,0.0,,
23-01-2004,репо,3,11:30,0.0,0.0,,
23-01-2004,репо,3,16:00,0.0,0.0,,
26-01-2004,репо,1,11:30,0.0,0.0,,
26-01-2004,репо,1,16:00,0.0,0.0,,
27-01-2004,репо,1,11:30,0.0,0.0,,
27-01-2004,репо,1,16:00,0.0,0.0,,
27-01-2004,репо,7,16:45,0.0,0.0,,
28-01-2004,репо,1,11:30,0.0,0.0,,
28-01-2004,репо,1,16:00,0.0,0.0,,
29-01-2004,репо,1,11:30,0.0,0.0,,
29-01-2004,репо,1,16:00,0.0,0.0,,
30-01-2004,репо,3,11:30,0.0,0.0,,
30-01-2004,репо,3,16:00,0.0,0.0,,
02-02-2004,репо,1,11:30,0.0,0.0,,
02-02-2004,репо,1,16:00,0.0,0.0,,
03-02-2004,репо,1,11:30,0.0,0.0,,
03-02-2004,репо,1,15:00,0.0,0.0,,
03-02-2004,репо,7,16:45,0.0,0.0,,
04-02-2004,репо,1,11:30,0.0,0.0,,
04-02-2004,репо,1,16:00,0.0,0.0,,
05-02-2004,репо,1,11:30,0.0,0.0,,
05-02-2004,репо,1,16:00,0.0,0.0,,
06-02-2004,репо,3,11:30,0.0,0.0,,
06-02-2004,репо,3,16:00,0.0,0.0,,
09-02-2004,репо,1,11:30,0.0,0.0,,
09-02-2004,репо,1,16:00,0.0,0.0,,
10-02-2004,репо,1,11:30,0.0,0.0,,
10-02-2004,репо,1,16:00,0.0,0.0,,
10-02-2004,репо,7,16:45,0.0,0.0,,
11-02-2004,репо,1,11:30,0.0,0.0,,
11-02-2004,репо,1,16:00,0.0,0.0,,
12-02-2004,репо,1,11:30,0.0,0.0,,
12-02-2004,репо,1,16:00,0.0,0.0,,
13-02-2004,репо,3,11:30,0.0,0.0,,
13-02-2004,репо,3,16:00,0.0,0.0,,
16-02-2004,репо,1,11:30,0.0,0.0,,
16-02-2004,репо,1,15:00,0.0,0.0,,
17-02-2004,репо,1,11:30,0.0,0.0,,
17-02-2004,репо,91,11:30,0.0,0.0,,
17-02-2004,репо,1,16:00,0.0,0.0,,
17-02-2004,репо,7,16:45,0.0,0.0,,
18-02-2004,репо,1,11:30,0.0,0.0,,
18-02-2004,репо,1,16:00,1198.1,6.0,,
19-02-2004,репо,1,11:30,0.0,0.0,,
19-02-2004,репо,1,16:00,0.0,0.0,,
20-02-2004,репо,4,11:30,0.0,0.0,,
20-02-2004,репо,4,16:00,0.0,0.0,,
24-02-2004,репо,1,11:30,202.0,6.2,,
24-02-2004,репо,1,16:00,0.0,0.0,,
24-02-2004,репо,7,16:45,0.0,0.0,,
25-02-2004,репо,1,11:30,0.0,0.0,,
25-02-2004,репо,1,16:00,0.0,0.0,,
26-02-2004,репо,1,11:30,0.0,0.0,,
26-02-2004,репо,1,16:00,0.0,0.0,,
27-02-2004,репо,3,11:30,0.0,0.0,,
27-02-2004,репо,3,16:00,0.0,0.0,,
01-03-2004,репо,1,11:30,0.0,0.0,,
01-03-2004,репо,1,16:00,0.0,0.0,,
02-03-2004,репо,1,11:30,0.0,0.0,,
02-03-2004,репо,1,16:00,0.0,0.0,,
02-03-2004,репо,7,16:45,0.0,0.0,,
03-03-2004,репо,1,11:30,0.0,0.0,,
03-03-2004,репо,1,16:00,0.0,0.0,,
04-03-2004,репо,1,11:30,0.0,0.0,,
04-03-2004,репо,1,16:00,0.0,0.0,,
05-03-2004,репо,4,11:30,0.0,0.0,,
05-03-2004,репо,4,16:00,0.0,0.0,,
09-03-2004,репо,1,11:30,0.0,0.0,,
09-03-2004,репо,1,16:00,0.0,0.0,,
09-03-2004,репо,7,16:45,0.0,0.0,,
10-03-2004,репо,1,11:30,0.0,0.0,,
10-03-2004,репо,1,16:00,0.0,0.0,,
11-03-2004,репо,1,11:30,0.0,0.0,,
11-03-2004,репо,1,16:00,0.0,0.0,,
12-03-2004,репо,3,11:30,0.0,0.0,,
12-03-2004,репо,3,16:00,0.0,0.0,,
15-03-2004,репо,1,11:30,0.0,0.0,,
15-03-2004,репо,1,16:00,0.0,0.0,,
16-03-2004,репо,1,11:30,0.0,0.0,,
16-03-2004,репо,90,11:30,0.0,0.0,,
16-03-2004,репо,1,16:00,0.0,0.0,,
17-03-2004,репо,1,11:30,0.0,0.0,,
17-03-2004,репо,1,16:00,0.0,0.0,,
18-03-2004,репо,1,11:30,0.0,0.0,,
18-03-2004,репо,1,16:00,0.0,0.0,,
19-03-2004,репо,3,11:30,0.0,0.0,,
19-03-2004,репо,3,16:00,0.0,0.0,,
22-03-2004,репо,1,11:30,0.0,0.0,,
22-03-2004,репо,1,16:00,0.0,0.0,,
23-03-2004,репо,1,11:30,0.0,0.0,,
23-03-2004,репо,1,16:00,0.0,0.0,,
24-03-2004,репо,1,11:30,0.0,0.0,,
24-03-2004,репо,1,16:00,0.0,0.0,,
25-03-2004,репо,1,11:30,0.0,0.0,,
25-03-2004,репо,1,16:00,0.0,0.0,,
26-03-2004,репо,3,11:30,0.0,0.0,,
26-03-2004,репо,3,16:00,0.0,0.0,,
29-03-2004,репо,1,11:30,0.0,0.0,,
29-03-2004,репо,1,16:00,0.0,0.0,,
30-03-2004,репо,1,11:30,0.0,0.0,,
30-03-2004,репо,1,16:00,0.0,0.0,,
30-03-2004,репо,7,16:45,0.0,0.0,,
31-03-2004,репо,1,11:30,7029.9,6.2226,,
31-03-2004,репо,1,16:00,10000.0,6.75,,
01-04-2004,репо,1,11:30,0.0,0.0,,
01-04-2004,репо,1,16:00,0.0,0.0,,
02-04-2004,репо,3,11:30,0.0,0.0,,
05-04-2004,репо,1,11:00,0.0,0.0,,
05-04-2004,репо,1,16:00,0.0,0.0,,
06-04-2004,репо,1,11:30,0.0,0.0,,
06-04-2004,репо,1,16:00,0.0,0.0,,
06-04-2004,репо,7,16:45,0.0,0.0,,
07-04-2004,репо,1,11:30,0.0,0.0,,
07-04-2004,репо,1,16:00,0.0,0.0,,
08-04-2004,репо,1,11:30,0.0,0.0,,
08-04-2004,репо,1,16:00,0.0,0.0,,
09-04-2004,репо,3,11:30,0.0,0.0,,
09-04-2004,репо,3,16:00,0.0,0.0,,
12-04-2004,репо,1,11:30,0.0,0.0,,
13-04-2004,репо,1,11:30,0.0,0.0,,
13-04-2004,репо,1,16:00,0.0,0.0,,
13-04-2004,репо,7,16:45,0.0,0.0,,
14-04-2004,репо,1,11:00,0.0,0.0,,
14-04-2004,репо,1,16:00,0.0,0.0,,
15-04-2004,репо,1,11:30,0.0,0.0,,
15-04-2004,репо,1,16:00,0.0,0.0,,
16-04-2004,репо,3,11:30,0.0,0.0,,
16-04-2004,репо,3,16:00,0.0,0.0,,
19-04-2004,репо,1,11:30,0.0,0.0,,
19-04-2004,репо,1,16:00,0.0,0.0,,
20-04-2004,репо,1,11:30,0.0,0.0,,
20-04-2004,репо,90,11:30,0.0,0.0,,
20-04-2004,репо,1,16:00,0.0,0.0,,
20-04-2004,репо,7,16:45,0.0,0.0,,
21-04-2004,репо,1,11:30,0.0,0.0,,
21-04-2004,репо,1,16:00,0.0,0.0,,
22-04-2004,репо,1,11:30,0.0,0.0,,
22-04-2004,репо,1,16:00,0.0,0.0,,
23-04-2004,репо,3,11:30,0.0,0.0,,
23-04-2004,репо,3,16:00,0.0,0.0,,
26-04-2004,репо,1,11:30,0.0,0.0,,
26-04-2004,репо,1,16:00,12271.0,7.09,,
27-04-2004,репо,1,11:30,7840.5,7.16,,
27-04-2004,репо,1,16:00,6965.3,8.6077,,
27-04-2004,репо,7,16:45,637.5,9.35,,
28-04-2004,репо,1,11:30,14118.6,9.04,,
28-04-2004,репо,1,16:00,12064.0,10.03,,
28-04-2004,репо,1,16:45,356.3,10.5,,
29-04-2004,репо,1,11:30,5097.6,10.73,,
29-04-2004,репо,1,16:00,409.1,10.8,,
30-04-2004,репо,5,11:30,15252.3,9.06,,
05-05-2004,репо,1,11:30,0.0,0.0,,
05-05-2004,репо,1,16:00,1946.3,8.5,,
06-05-2004,репо,1,11:30,0.0,0.0,,
06-05-2004,репо,1,16:00,0.0,0.0,,
07-05-2004,репо,4,11:30,0.0,0.0,,
11-05-2004,репо,1,11:30,0.0,0.0,,
11-05-2004,репо,1,16:00,0.0,0.0,,
12-05-2004,репо,1,11:30,0.0,0.0,,
12-05-2004,репо,1,16:00,0.0,0.0,,
13-05-2004,репо,1,11:30,0.0,0.0,,
14-05-2004,репо,3,11:30,0.0,0.0,,
14-05-2004,репо,3,16:00,0.0,0.0,,
17-05-2004,репо,1,11:30,0.0,0.0,,
17-05-2004,репо,1,16:00,658.3,6.5,,
18-05-2004,репо,1,11:30,642.9,7.33,,
18-05-2004,репо,90,11:30,0.0,0.0,,
18-05-2004,репо,1,16:00,0.0,0.0,,
18-05-2004,репо,7,16:45,0.0,0.0,,
19-05-2004,репо,1,11:30,658.7,7.0,,
19-05-2004,репо,1,16:00,0.0,0.0,,
20-05-2004,репо,1,11:30,1238.6,7.2334,,
20-05-2004,репо,1,16:00,3283.0,10.46,,
21-05-2004,репо,3,11:30,4019.6,8.23,,
21-05-2004,репо,3,16:00,0.0,0.0,,
24-05-2004,репо,1,11:30,3486.0,7.58,,
24-05-2004,репо,1,16:00,1909.0,8.85,,
25-05-2004,репо,1,11:30,5066.0,8.2574,,
25-05-2004,репо,1,16:00,6288.2,8.5922,,
25-05-2004,репо,7,16:45,510.0,7.75,,
26-05-2004,репо,1,11:30,13892.1,7.5126,,
26-05-2004,репо,1,16:00,4500.0,8.18,,
27-05-2004,репо,1,11:30,10693.4,7.3278,,
27-05-2004,репо,1,16:00,0.0,0.0,,
28-05-2004,репо,3,11:30,21795.9,7.2347,,
28-05-2004,репо,3,16:00,2999.4,7.9592,,
